year,date,event,source_url
1902,July 8,The United States Bureau of Reclamation is established within the U.S. Geological Survey.,https://en.wikipedia.org/wiki/AD_1902
1902,July 10,"The Rolling Mill Mine disaster in Johnstown, Pennsylvania, kills 112 miners.",https://en.wikipedia.org/wiki/AD_1902
1902,1902 July 11,Lord Salisbury retires as Prime Minister of the United Kingdom.,https://en.wikipedia.org/wiki/AD_1902
1902,,The British Order of the Garter is conferred on Archduke Franz Ferdinand of Austria.,https://en.wikipedia.org/wiki/AD_1902
1902,1902 July 14,"Agustín Lizárraga discovers Machu Picchu, the ""Lost City of the Incas"".",https://en.wikipedia.org/wiki/AD_1902
1902,,St Mark's Campanile in Venice collapses.,https://en.wikipedia.org/wiki/AD_1902
1902,July 21,Fluminense Football Club is founded in Rio de Janeiro.,https://en.wikipedia.org/wiki/AD_1902
1902,,"July 22 – Felix Pedro discovers gold in modern-day Fairbanks, Alaska.",https://en.wikipedia.org/wiki/AD_1902
1902,August 1,"100 miners die in a pit explosion in Wollongong, Australia.",https://en.wikipedia.org/wiki/AD_1902
1902,August 9,"Coronation of Edward VII as King of the United Kingdom and the British Dominions, Emperor of India at Westminster Abbey in London.",https://en.wikipedia.org/wiki/AD_1902
1902,1902 August 22,"Theodore Roosevelt becomes the first American President to ride in an automobile, a Columbia Electric Victoria through Hartford, Connecticut.",https://en.wikipedia.org/wiki/AD_1902
1902,,"A 7.7 earthquake shakes the border between China and Kyrgyzstan killing 10,000 people.",https://en.wikipedia.org/wiki/AD_1902
1902,August 24,"A statue of Joan of Arc is unveiled in Saint-Pierre-le-Moûtier, the French town which she stormed in 1429.",https://en.wikipedia.org/wiki/AD_1902
1902,August 30,"Mount Pelée again erupts in Martinique, destroying the town of Le Morne-Rouge and causing 1,000 deaths.",https://en.wikipedia.org/wiki/AD_1902
1902,September 1,"The first science fiction film, the silent A Trip to the Moon (Le Voyage dans La Lune), is premièred at the Théâtre Robert-Houdin in Paris, France, by actor/producer Georges Méliès, and proves an immediate success.",https://en.wikipedia.org/wiki/AD_1902
1902,September 19,"Shiloh Baptist Church stampede: 115 people are killed in a crush at a black church in Birmingham, Alabama, following a mistaken alarm of fire after an address by Booker T. Washington.",https://en.wikipedia.org/wiki/AD_1902
1902,October 16,"The first Borstal (youth offenders' institution) opens in Borstal, Kent, U.K.",https://en.wikipedia.org/wiki/AD_1902
1902,October 21,A five-month strike by the United Mine Workers in the United States ends.,https://en.wikipedia.org/wiki/AD_1902
1902,October 24,"One of the largest volcanic eruptions of the 20th century occurs at Santa María in Guatemala; over 6,000 people dies.",https://en.wikipedia.org/wiki/AD_1902
1902,1902 November 15,King Leopold II of Belgium survives an attempted assassination in Brussels by Italian anarchist Gennaro Rubino.,https://en.wikipedia.org/wiki/AD_1902
1902,,"The Hanoi exhibition, a world's fair, opens in French Indochina.",https://en.wikipedia.org/wiki/AD_1902
1902,November 16,"A newspaper cartoon depicting U.S. President ""Teddy"" Roosevelt refusing to shoot a bear cub inspires creation of the first teddy bear by Morris Michtom in New York City.",https://en.wikipedia.org/wiki/AD_1902
1902,November 30,"On the American frontier, the second-in-command of Butch Cassidy's Wild Bunch, Harvey Logan (""Kid Curry""), is captured after a shootout with lawmen in Knoxville, Tennessee. He is sentenced to a $5,000 fine and 20 years hard labor for robbery but escapes custody in 1903.",https://en.wikipedia.org/wiki/AD_1902
1902,December,"February 1903 – Venezuelan crisis: Britain, Germany and Italy sustain a naval blockade on Venezuela, in order to enforce collection of outstanding financial claims. This prompts the development of the Roosevelt Corollary to the Monroe Doctrine.",https://en.wikipedia.org/wiki/AD_1902
1902,December 10,The first Aswan Dam on the Nile is completed.,https://en.wikipedia.org/wiki/AD_1902
1902,December 17,"The Commercial Telegraph Agency (TTA, Torgovo-Telegrafnue Agenstvo), predecessor of TASS, is officially established under the Ministry of Finance at Saint Petersburg in the Russian Empire.[citation needed]",https://en.wikipedia.org/wiki/AD_1902
1902,December 30,"Discovery Expedition: British explorers Scott, Shackleton and Wilson reach the furthest southern point reached thus far by man, south of 82°S.",https://en.wikipedia.org/wiki/AD_1902
1902,,The capital of French Indochina is moved from Saigon (in Cochinchina) to Hanoi (Tonkin).,https://en.wikipedia.org/wiki/AD_1902
1902,,"Construction of the Paul Doumer Bridge, linking both sections of Hanoi, is completed.",https://en.wikipedia.org/wiki/AD_1902
1902,,The first Korean Empire passports are issued to assist Korean immigration to Hawaii.,https://en.wikipedia.org/wiki/AD_1902
1902,,De'Longhi home appliance brand is founded in the Veneto region of Italy.,https://en.wikipedia.org/wiki/AD_1902
1902,,"Daniels Linseed, predecessor of Archer Daniels Midland (ADM), a global livestock, commodities trading, food processing brand, is founded in Minnesota, United States.",https://en.wikipedia.org/wiki/AD_1902
1903,January 1,Edward VII is proclaimed Emperor of India.,https://en.wikipedia.org/wiki/AD_1903
1903,January 4,"Topsy, a female Asian circus elephant, is killed by electrocution at Luna Park, Coney Island, New York City.",https://en.wikipedia.org/wiki/AD_1903
1903,January 10,"The Aceh Sultanate was fully annexed by the Dutch forces, deposing the last sultan, marking the end of the Aceh War that have lasted for almost 30 years.",https://en.wikipedia.org/wiki/AD_1903
1903,January 19,The first west–east transatlantic radio broadcast is made from the United States to England (the first east–west broadcast having been made in 1901).,https://en.wikipedia.org/wiki/AD_1903
1903,January 17,"13 days after Topsy's death, the Edison Manufacturing Company released the short, black-and-white, silent documentary film Electrocuting an Elephant, showing the footage of Topsy's electrocution.",https://en.wikipedia.org/wiki/AD_1903
1903,February 13,"Venezuelan crisis: After agreeing to arbitration in Washington, the United Kingdom, Germany and Italy reach a settlement with Venezuela resulting in the Washington Protocols. The naval blockade that began in 1902 will end.",https://en.wikipedia.org/wiki/AD_1903
1903,February 23,"Cuba leases Guantánamo Bay to the United States ""in perpetuity"".",https://en.wikipedia.org/wiki/AD_1903
1903,March 2,"In New York City, the Martha Washington Hotel, the first hotel exclusively for women, opens.",https://en.wikipedia.org/wiki/AD_1903
1903,March 3,The British Admiralty announces plans to build the Rosyth Dockyard as a naval base at Rosyth in Scotland.,https://en.wikipedia.org/wiki/AD_1903
1903,March 5,The Ottoman Empire and the German Empire sign an agreement to build the Constantinople–Baghdad Railway.,https://en.wikipedia.org/wiki/AD_1903
1903,March 12,The University of Puerto Rico is founded.,https://en.wikipedia.org/wiki/AD_1903
1903,March 13,"Having abolished the Sokoto Caliphate in West Africa, the new British administration accepts the concession of its last vizier.",https://en.wikipedia.org/wiki/AD_1903
1903,March 14,"The Hay–Herrán Treaty, granting the United States the right to build the Panama Canal, is ratified by the United States Senate. The Colombian senate later rejects the treaty.",https://en.wikipedia.org/wiki/AD_1903
1903,March 20,The first of a series of auctions of sheep farming land in southern Patagonia takes place impacting established settlers.,https://en.wikipedia.org/wiki/AD_1903
1903,April 19,"21 (April 6–8 O.S.) – The first Kishinev pogrom, beginning on Easter Day, takes place in Kishinev, capital of the Bessarabia Governorate of the Russian Empire. At least 47 Jews are killed and others injured during mob rioting encouraged by blood libel articles in the press and led by priests; no attempt is made by police or military to intervene until the third day.",https://en.wikipedia.org/wiki/AD_1903
1903,April 26,Atlético Madrid is officially founded as a professional association football club in Spain.,https://en.wikipedia.org/wiki/AD_1903
1903,1903 April 29,"The 30-million-m3 Frank Slide rockslide kills 70–90 in Frank, Alberta.",https://en.wikipedia.org/wiki/AD_1903
1903,,"The 7.0 Ms  Manzikert earthquake affects eastern Turkey, leaving 3,500 dead (local time; April 28 23:46 UTC).",https://en.wikipedia.org/wiki/AD_1903
1903,May 4,Leading Macedonian Bulgarian revolutionary Gotse Delchev is killed in a skirmish with the Ottoman army.,https://en.wikipedia.org/wiki/AD_1903
1903,May 18,"The port of Burgas, Bulgaria opens.",https://en.wikipedia.org/wiki/AD_1903
1903,May 24,"The Paris–Madrid race for automobiles begins, during which at least eight people are killed; the French government stops the event at Bordeaux and impounds all of the competitors' cars.",https://en.wikipedia.org/wiki/AD_1903
1903,May 26,"Românul de la Pind, the longest-running newspaper by and about Aromanians until World War II, is founded.",https://en.wikipedia.org/wiki/AD_1903
1903,c. June,"Osea Island off Maldon, Essex, England, is bought by Frederick Nicholas Charrington to provide an alcohol addiction treatment centre.",https://en.wikipedia.org/wiki/AD_1903
1903,June 11 (May 29 O.S.),King Alexander Obrenović and Queen Draga of Serbia are assassinated in Belgrade by the Black Hand (Crna Ruka) organization.,https://en.wikipedia.org/wiki/AD_1903
1903,June 14,"The town of Heppner, Oregon is nearly destroyed by a cloud burst that results in a flash flood that kills about 238 people.",https://en.wikipedia.org/wiki/AD_1903
1903,June 16,"The Ford Motor Company is founded by Henry Ford with $28,000 in cash from 12 investors.",https://en.wikipedia.org/wiki/AD_1903
1903,June 27,"American socialite Aida de Acosta, 19, becomes the first woman to fly a powered aircraft solo when she pilots Santos-Dumont's motorized dirigible, ""No. 9"", from Paris to Château de Bagatelle in France.",https://en.wikipedia.org/wiki/AD_1903
1903,July 1\u201319,The first Tour de France bicycle race is held; Maurice Garin wins it.,https://en.wikipedia.org/wiki/AD_1903
1903,July 7,The British take over the Fulani Empire.,https://en.wikipedia.org/wiki/AD_1903
1903,July 29,"United States Cartridge Company explosion: The explosion of two explosives storage magazines destroys 70 homes, killing 22 residents of Tewksbury, Massachusetts.",https://en.wikipedia.org/wiki/AD_1903
1903,"July 30\u2013August 23 (July 17\u2013August 10, O.S.)","The Second Congress of the All-Russian Social Democratic Labour Party is held in exile in Brussels, transferring to London.",https://en.wikipedia.org/wiki/AD_1903
1903,August 2,"The Ilinden–Preobrazhenie Uprising, organized by the Secret Macedonian-Adrianople Revolutionary Organization, breaks out in the Ottoman provinces of Macedonia and Adrianople.",https://en.wikipedia.org/wiki/AD_1903
1903,August 3,The Kruševo Republic is proclaimed in Ottoman Macedonia; it is crushed 10 days later.,https://en.wikipedia.org/wiki/AD_1903
1903,August 4,Pope Pius X succeeds Pope Leo XIII as the 257th pope.,https://en.wikipedia.org/wiki/AD_1903
1903,August 10,The Paris Métro train fire at Couronnes results in 84 deaths.,https://en.wikipedia.org/wiki/AD_1903
1903,August 25,The Judiciary Act is passed in the Australian parliament.,https://en.wikipedia.org/wiki/AD_1903
1903,September,"Texas State University in San Marcos, Texas opens as Southwest Texas Normal School.",https://en.wikipedia.org/wiki/AD_1903
1903,September 11,The first stock-car event is held at the Milwaukee Mile.,https://en.wikipedia.org/wiki/AD_1903
1903,September 14,Joseph Chamberlain resigns as British Colonial Secretary in order to campaign publicly for Imperial Preference.,https://en.wikipedia.org/wiki/AD_1903
1903,September 15,"Grêmio Foot-Ball Porto Alegrense is founded in Porto Alegre, Brazil.",https://en.wikipedia.org/wiki/AD_1903
1903,September 24,Edmund Barton steps down as Prime Minister of Australia and is succeeded by Alfred Deakin.,https://en.wikipedia.org/wiki/AD_1903
1903,September 27,"The Wreck of the Old 97 Fast Mail train at Stillhouse Trestle, near Danville, Virginia, kills 11 people and inspires a ballad.",https://en.wikipedia.org/wiki/AD_1903
1903,September 29,"Prussia becomes the second jurisdiction to require mandatory driver's licenses for operators of motor vehicles, after New York State in 1901.",https://en.wikipedia.org/wiki/AD_1903
1903,October 1,13 – First modern World Series: The Boston Americans defeat the Pittsburgh Pirates in eight games.,https://en.wikipedia.org/wiki/AD_1903
1903,October 6,The High Court of Australia sits for the first time.,https://en.wikipedia.org/wiki/AD_1903
1903,October 10,The Women's Social and Political Union is founded in the U.K.,https://en.wikipedia.org/wiki/AD_1903
1903,November 2,Maggie L. Walker becomes the first African American woman to charter a bank.,https://en.wikipedia.org/wiki/AD_1903
1903,November 3,"Separation of Panama from Colombia: With the encouragement of the United States, Panama proclaims itself independent of Colombia.",https://en.wikipedia.org/wiki/AD_1903
1903,November 6,The English-language South China Morning Post newspaper is first published in Hong Kong.,https://en.wikipedia.org/wiki/AD_1903
1903,November 13,The United States recognizes the independence of Panama.,https://en.wikipedia.org/wiki/AD_1903
1903,November 17,"The Russian Social Democratic Labour Party splits into two groups: the Bolsheviks (Russian for ""majority"") and Mensheviks (Russian for ""minority"").",https://en.wikipedia.org/wiki/AD_1903
1903,November 18,"The Hay–Bunau-Varilla Treaty is signed by the United States and Panama, giving the U.S. exclusive rights over the Panama Canal Zone.",https://en.wikipedia.org/wiki/AD_1903
1903,November 23,Colorado governor James Hamilton Peabody sends the state militia into the town of Cripple Creek to break up a miners' strike.,https://en.wikipedia.org/wiki/AD_1903
1903,November 28,"SS Petriana is wrecked on a reef outside Melbourne, Australia, causing one of the world's first major oil spills.",https://en.wikipedia.org/wiki/AD_1903
1903,December 16,"The Taj Mahal Palace Hotel in Bombay (now Mumbai), India opens.",https://en.wikipedia.org/wiki/AD_1903
1903,December 17,"Orville Wright flies an aircraft with a petrol engine, the Wright Flyer, at Kitty Hawk, North Carolina in the first documented and successful powered and controlled heavier-than-air flight.",https://en.wikipedia.org/wiki/AD_1903
1903,December 30,The Iroquois Theatre fire in Chicago kills 600.,https://en.wikipedia.org/wiki/AD_1903
1903,December 31,The National Association for Women's Suffrage (Sweden) is founded.,https://en.wikipedia.org/wiki/AD_1903
1903,,The Czech women's organisation Ženský Klub Český is founded.,https://en.wikipedia.org/wiki/AD_1903
1903,,The Lincoln–Lee Legion is established to promote the American temperance movement and the signing of alcohol-abstinence pledges by children.,https://en.wikipedia.org/wiki/AD_1903
1903,,"The first box of Crayola crayons is made and sold for five cents. It contains eight colors; brown, red, orange, yellow, green, blue, violet and black.",https://en.wikipedia.org/wiki/AD_1903
1903,,American motorbike brand Harley-Davidson is founded in Wisconsin.,https://en.wikipedia.org/wiki/AD_1903
1903,,"Compression Rheostat, the predecessor of industrial automation and industrial equipment parts brand Rockwell Automation, is founded in Wisconsin, United States.",https://en.wikipedia.org/wiki/AD_1903
1904,,"January 7 – The distress signal CQD is established, only to be replaced 2 years later by SOS.",https://en.wikipedia.org/wiki/AD_1904
1904,,"January 8 – The Blackstone Library is dedicated, marking the beginning of the Chicago Public Library system.",https://en.wikipedia.org/wiki/AD_1904
1904,,January 12 – The Herero Wars in German South West Africa begin.,https://en.wikipedia.org/wiki/AD_1904
1904,,"January 17 – Anton Chekhov's last play, The Cherry Orchard («Вишнëвый сад», Vishnevyi sad), opens at the Moscow Art Theatre directed by Constantin Stanislavski, 6 month's before the author's death.",https://en.wikipedia.org/wiki/AD_1904
1904,,"January 23 – The Ålesund fire destroys most buildings in the town of Ålesund, Norway, leaving about 10,000 people without shelter.",https://en.wikipedia.org/wiki/AD_1904
1904,,"January 25 – Halford Mackinder presents a paper on ""The Geographical Pivot of History"" to the Royal Geographical Society of London in which he formulates the Heartland Theory, originating the study of geopolitics.",https://en.wikipedia.org/wiki/AD_1904
1904,,"February 7 – The Great Baltimore Fire in Baltimore, Maryland, destroys over 1,500 buildings in 31 hours.",https://en.wikipedia.org/wiki/AD_1904
1904,,February 8–9 – Battle of Port Arthur: A surprise Japanese naval attack on Port Arthur (Lüshun) in Manchuria starts the Russo-Japanese War.,https://en.wikipedia.org/wiki/AD_1904
1904,,February 10 – Roger Casement publishes his account of Belgian atrocities in the Congo.,https://en.wikipedia.org/wiki/AD_1904
1904,,"February 17 – Puccini's opera Madama Butterfly, with a background theme of Japan–United States relations, debuts at La Scala in Milan, to no great acclaim. On May 28 a revised version opens in Brescia, to huge success.",https://en.wikipedia.org/wiki/AD_1904
1904,,"February 23 – For $10 million, the United States gains control of the Panama Canal Zone.",https://en.wikipedia.org/wiki/AD_1904
1904,,"February 26 – The Wisconsin State Capitol, in Madison, Wisconsin, is almost entirely destroyed by fire after a gas jet ignites the newly varnished ceiling.",https://en.wikipedia.org/wiki/AD_1904
1904,,"March 3 – Kaiser Wilhelm II of Germany becomes the first person to make a recording of a political document, using Thomas Edison's cylinder.",https://en.wikipedia.org/wiki/AD_1904
1904,,"March 4 – Russo-Japanese War: Russian troops in Korea retreat toward Manchuria, followed by 100,000 Japanese troops.",https://en.wikipedia.org/wiki/AD_1904
1904,,"March 6 – Scottish National Antarctic Expedition: Led by William Speirs Bruce, the Antarctic region of Coats Land is discovered from the Scotia.",https://en.wikipedia.org/wiki/AD_1904
1904,,"March 26 – 20,000 demonstrators gather in Hyde Park, London, to protest against the importation of Chinese labourers to South African gold mines.",https://en.wikipedia.org/wiki/AD_1904
1904,,March 31 – British expedition to Tibet: The Battle of Guru – British troops under Colonel Francis Younghusband defeat ill-equipped Tibetan troops.,https://en.wikipedia.org/wiki/AD_1904
1904,,"April 4 – 1904 Kresna earthquakes: two earthquakes strike near Kresna, Bulgaria, killing at least 200 people.",https://en.wikipedia.org/wiki/AD_1904
1904,,"April 6 – Joseph F. Smith announces the Second Manifesto in General Conference of the Church of Jesus Christ of Latter-day Saints in Utah Territory, prohibiting the practice of polygamy, which has continued to be sanctioned by some of its leaders in violation of the 1890 Manifesto officially banning the practice.",https://en.wikipedia.org/wiki/AD_1904
1904,1904 April 8,The Entente Cordiale is signed between the UK and France.,https://en.wikipedia.org/wiki/AD_1904
1904,,"Longacre Square in Midtown Manhattan is renamed Times Square, after The New York Times.",https://en.wikipedia.org/wiki/AD_1904
1904,,"April 8–10 – Aleister Crowley writes Liber Al vel Legis, better known as The Book of the Law, a text central to Thelema, in Cairo.",https://en.wikipedia.org/wiki/AD_1904
1904,,"April 19 – The Great Fire of Toronto destroys much of the city's downtown, but there are no fatalities.",https://en.wikipedia.org/wiki/AD_1904
1904,,"April 27 – The Australian Labor Party becomes the first such party to gain national government, under Chris Watson.",https://en.wikipedia.org/wiki/AD_1904
1904,,"April 30 – The Louisiana Purchase Exposition World's Fair opens in St. Louis, Missouri (closes December 1).",https://en.wikipedia.org/wiki/AD_1904
1904,1904 May 4,United States Army engineers begin work on the Panama Canal.,https://en.wikipedia.org/wiki/AD_1904
1904,,"Charles Rolls and Henry Royce meet for the first time, in Manchester (England), to agree production of Rolls-Royce motor cars; the first produced under their joint names in Manchester are launched in December.",https://en.wikipedia.org/wiki/AD_1904
1904,,German Association football club FC Schalke 04 is established.,https://en.wikipedia.org/wiki/AD_1904
1904,1904 May 5,"British expedition to Tibet: Hundreds of Tibetans attack the British camp at Changlo, and hold the advantage for a while, before being defeated by superior weapons, and losing at least 200 men.",https://en.wikipedia.org/wiki/AD_1904
1904,,"Pitching against the Philadelphia Athletics, Cy Young of the Boston Americans throws the first perfect game in the modern era of baseball.",https://en.wikipedia.org/wiki/AD_1904
1904,,May 9 – Great Western Railway of England 3700 Class 3440 City of Truro possibly becomes the first railway locomotive to exceed 100 miles per hour (160 km/h).,https://en.wikipedia.org/wiki/AD_1904
1904,,"May 15 – Russo-Japanese War: Russian minelayer Amur lays a minefield about 15 miles (24 km) off Port Arthur, and sinks Japan's battleships Hatsuse, 15,000 tons with 496 crew, and Yashima. On the same day, the Japanese protected cruiser Yoshino sinks after being accidentally rammed by the armored cruiser Kasuga, killing over 270 crew, including Captain Sayegi and his second-in-command, Commander Hirowateri. Japan will keep the loss of Yashima secret for over a year.",https://en.wikipedia.org/wiki/AD_1904
1904,,"May 21 – The International Federation of Association Football, FIFA, is established.",https://en.wikipedia.org/wiki/AD_1904
1904,,"May 30 – Alpha Gamma Delta, which becomes an international sorority, is founded by 11 women at Syracuse University.",https://en.wikipedia.org/wiki/AD_1904
1904,,June 3 – The International Alliance of Women is founded.,https://en.wikipedia.org/wiki/AD_1904
1904,,"June 15 – A fire aboard the steamboat General Slocum in New York City's East River kills 1,021.",https://en.wikipedia.org/wiki/AD_1904
1904,1904 June 16,"Finnish nationalist Eugen Schauman assassinates Nikolay Bobrikov, the Russian Governor-General of Finland, in Helsinki.",https://en.wikipedia.org/wiki/AD_1904
1904,,"The original ""Bloomsday"", the day James Joyce first walks out with his future wife Nora Barnacle (whom he first met on June 10), to the Dublin suburb of Ringsend. He sets the action of his novel Ulysses (1922) on this date.",https://en.wikipedia.org/wiki/AD_1904
1904,1904 June 28,"Danish ocean liner SS Norge runs aground and sinks close to Rockall, killing approximately 627 people, many of whom are Russian-Polish and Scandinavian emigrants.",https://en.wikipedia.org/wiki/AD_1904
1904,,The original icon of Our Lady of Kazan is stolen and subsequently destroyed in Russia.,https://en.wikipedia.org/wiki/AD_1904
1904,,English Association football club Hull City A.F.C. is established.,https://en.wikipedia.org/wiki/AD_1904
1904,,June 29 – The 1904 Moscow tornado occurs.,https://en.wikipedia.org/wiki/AD_1904
1904,,July – Pavlos Melas enters Macedonia with a small unit of men during the Macedonian Struggle.,https://en.wikipedia.org/wiki/AD_1904
1904,,"July 1 – The third Modern Olympic Games open in St. Louis, Missouri, United States, as part of the World's Fair.",https://en.wikipedia.org/wiki/AD_1904
1904,,"July 22 – The first 2,000 of 62,000 contracted Chinese coolies arrive at Durban in South Africa from Qinhuangdao to relieve the shortage of unskilled labourers in the Transvaal Colony gold mines, recruited and shipped by the Chinese Engineering and Mining Corporation (CEMC), of which Herbert Hoover is a director.",https://en.wikipedia.org/wiki/AD_1904
1904,,July 23 – A continuous track tractor is patented by David Roberts of Richard Hornsby & Sons of Grantham in England.,https://en.wikipedia.org/wiki/AD_1904
1904,,"August 3 – British expedition to Tibet: The British expedition under Colonel Francis Younghusband takes Lhasa, Tibet.",https://en.wikipedia.org/wiki/AD_1904
1904,,"August 11 – Battle of Waterberg: Lothar von Trotha defeats the Herero people in German South West Africa, and drives them into the Omaheke desert, starting the Herero and Namaqua genocide.",https://en.wikipedia.org/wiki/AD_1904
1904,,August 14 – Ismael Montes becomes President of Bolivia.,https://en.wikipedia.org/wiki/AD_1904
1904,,August 17 – Russo-Japanese War: A Japanese infantry charge fails to take Port Arthur.,https://en.wikipedia.org/wiki/AD_1904
1904,,August 18 – Chris Watson resigns as the first Labor Prime Minister of Australia and is succeeded by George Reid (Free Trade Party).,https://en.wikipedia.org/wiki/AD_1904
